id,marka,model,rok_produkcji,rodzaj_silnika,pojemnosc_silnika,przebieg,cena,wojewodztwo
930,Škoda,Fabia III,2017,Benzyna+LPG,1000.0,5.0,46800.0,Mazowieckie
931,Saab,9-3 II,2008,Diesel,1900.0,159000.0,23900.0,Zachodniopomorskie
932,Mercedes-Benz,GLK GLK,2015,Diesel,2143.0,112345.0,149900.0,Małopolskie
933,Ford,Mondeo Mk4,2014,Diesel,1997.0,126279.0,52900.0,Pomorskie
934,BMW,X1 F48,2017,Diesel,1995.0,5.0,189974.0,Podlaskie
935,Chevrolet,Captiva,2007,Diesel,2000.0,200000.0,27900.0,Mazowieckie
936,Mercedes-Benz,ML W164,2006,Diesel,2987.0,175000.0,57900.0,Śląskie
937,Peugeot,307 I,2004,Diesel,1997.0,230754.0,7500.0,Podkarpackie
938,Renault,Megane III,2014,Diesel,1461.0,157000.0,36501.0,Dolnośląskie
939,Opel,Vectra C,2005,Diesel,1910.0,154165.0,12500.0,Kujawsko-pomorskie
940,Mercedes-Benz,GLK GLK,2014,Benzyna,1991.0,36004.0,135000.0,Śląskie
941,Ford,Fiesta Mk7,2012,Benzyna,1250.0,67000.0,26950.0,Dolnośląskie
942,Kia,Venga,2010,Diesel,1396.0,169000.0,25500.0,Śląskie
943,Mazda,626 V,2001,Benzyna,1800.0,204000.0,5300.0,Lubuskie
944,Fiat,Bravo II,2009,Diesel,1598.0,160000.0,19900.0,Mazowieckie
945,Suzuki,Ignis,2017,Benzyna,1242.0,1.0,57990.0,Dolnośląskie
946,Volkswagen,Golf VII,2017,Benzyna,1395.0,1.0,81500.0,Kujawsko-pomorskie
947,Ford,C-MAX II,2017,Benzyna,1600.0,7.0,76900.0,Lubuskie
948,Ford,Mondeo Mk4,2011,Diesel,1998.0,227000.0,28999.0,Zachodniopomorskie
949,Volvo,V50,2009,Diesel,1600.0,226000.0,24500.0,Wielkopolskie
950,BMW,Seria 5 E39,2000,Benzyna,2171.0,289200.0,21500.0,Warmińsko-mazurskie
951,SsangYong,Tivoli,2016.0,Benzyna,1597.0,1.0,65900.0,Mazowieckie
952,Kia,Soul I,2010,Diesel,1600.0,195000.0,23900.0,Wielkopolskie
953,Kia,Cee'd II,2016,Benzyna,1591.0,19465.0,71900.0,Małopolskie
954,Audi,A4 B8,2009,Diesel,1968.0,193000.0,37700.0,Opolskie
955,Ford,Mondeo Mk4,2009,Diesel,1753.0,175000.0,28000.0,Śląskie
956,Mercedes-Benz,Klasa E W213,2017,Diesel,1950.0,13.0,271047.0,Pomorskie
957,Škoda,Superb III,2016,Benzyna,1984.0,7000.0,139900.0,Śląskie
958,Audi,A4 B6,2003,Diesel,2500.0,256000.0,13500.0,Mazowieckie
959,Mercedes-Benz,Klasa B W245,2006,Benzyna,2000.0,146000.0,22900.0,Kujawsko-pomorskie
960,Ford,C-MAX I,2004,Benzyna+LPG,1800.0,153000.0,12900.0,Łódzkie
961,Fiat,500,2008,Benzyna,1200.0,162000.0,16900.0,Podkarpackie
962,Volkswagen,Passat B5,2003,Benzyna+LPG,1984.0,223000.0,12900.0,Dolnośląskie
963,Opel,Meriva I,2004,Benzyna,1598.0,99000.0,10700.0,Łódzkie
964,Seat,Altea,2005,Benzyna,1600.0,160000.0,18900.0,Śląskie
965,Peugeot,Partner I,2003,Benzyna,1587.0,199000.0,9890.0,Wielkopolskie
966,Nissan,Note I,2007,Diesel,1500.0,192047.0,12900.0,Śląskie
967,Audi,A6 C7,2017,Diesel,1968.0,10.0,198660.0,Warmińsko-mazurskie
968,Citroën,C5 III,2008,Diesel,1600.0,185000.0,26800.0,Podlaskie
969,Mitsubishi,ASX,2012,Benzyna,1600.0,121000.0,42900.0,Lubelskie
970,Toyota,Avensis III,2014,Benzyna,1800.0,36680.0,59900.0,Pomorskie
971,Mercedes-Benz,Klasa E W211,2003,Diesel,2685.0,441000.0,16900.0,Lubuskie
972,Nissan,Qashqai I,2012,Benzyna,1600.0,118000.0,44500.0,Wielkopolskie
973,Nissan,Note I,2009,Benzyna,1598.0,168940.0,18900.0,Mazowieckie
974,Lexus,GS III,2009,Benzyna,3498.0,145260.0,55900.0,Dolnośląskie
975,Opel,Astra G,1998,Benzyna+LPG,1400.0,180500.0,4500.0,Lubelskie
976,Mercedes-Benz,Klasa C W205,2015,Benzyna,1595.0,19780.0,149900.0,Dolnośląskie
977,Renault,Clio III,2011,Benzyna,1149.0,67000.0,17700.0,Dolnośląskie
978,Škoda,Fabia II,2014,Diesel,1598.0,70776.0,29900.0,Dolnośląskie
979,Mercedes-Benz,SL R230,2003,Benzyna,3724.0,67175.0,79000.0,Śląskie
980,BMW,Seria 3 E90,2006,Benzyna,1999.0,164000.0,27900.0,Lubelskie
981,Opel,Signum,2007,Benzyna,1796.0,163400.0,20999.0,Wielkopolskie
982,BMW,Seria 5 E60,2006,Diesel,2993.0,253628.0,39999.0,Podkarpackie
983,Volvo,C30,2007,Diesel,1600.0,177654.0,18900.0,Mazowieckie
984,Renault,Laguna II,2001,Benzyna,1598.0,154000.0,5900.0,Wielkopolskie
985,Fiat,500,2017,Benzyna,1368.0,500.0,74900.0,Mazowieckie
986,Toyota,Avensis III,2010,Diesel,1998.0,96000.0,41900.0,Łódzkie
987,Toyota,Camry,1992,Benzyna,2164.0,137933.0,16000.0,Śląskie
988,BMW,M2,2017,Benzyna,2979.0,4000.0,271976.0,Małopolskie
989,BMW,Seria 5 E39,2002,Diesel,2926.0,404000.0,14900.0,Dolnośląskie
990,Mercedes-Benz,Klasa S W126,1986,Benzyna+LPG,2600.0,336000.0,21500.0,Świętokrzyskie
991,Chevrolet,Cruze,2010.0,Benzyna,1598.0,7560.0,21900.0,Warmińsko-mazurskie
992,Renault,Clio IV,2017,Benzyna,898.0,1.0,58000.0,Śląskie
993,Fiat,Tipo II,2017,Benzyna,1400.0,2.0,47350.0,Mazowieckie
994,Fiat,Bravo II,2007,Diesel,1910.0,217200.0,18900.0,Świętokrzyskie
995,Alfa Romeo,159,2009,Diesel,2387.0,182000.0,33900.0,Małopolskie
996,Škoda,Fabia II,2012,Benzyna,1200.0,42700.0,25400.0,Lubelskie
997,Renault,Modus,2004,Benzyna,1200.0,168111.0,10900.0,Łódzkie
998,Audi,A3 8L,2000,Benzyna,1595.0,226500.0,5400.0,Małopolskie
999,Volvo,XC 60 I,2016,Diesel,1969.0,13617.0,136900.0,Małopolskie
